movieId	title	user_id	rating	plot
4014	Chocolat	0	7	A woman and her daughter open a chocolate shop in a small French village that shakes up the rigid morality of the community.
4017	Pollock	0	8	A film about the life and career of the American painter, Jackson Pollock.
4019	Finding Forrester	0	7	A young writing prodigy finds a mentor in a reclusive author.
4022	Cast Away	0	10	A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.
4025	Miss Congeniality	0	6	An F.B.I. Agent must go undercover in the Miss United States beauty pageant to prevent a group from bombing the event.
4246	Bridget Jones's Diary	0	6	A British woman is determined to improve herself while she looks for love in a year in which she keeps a personal diary.
4306	Shrek	0	6	A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.
4308	Moulin Rouge	0	7	A poet falls for a beautiful courtesan whom a jealous duke covets.
4719	Osmosis Jones	0	6	A policeman white blood cell, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank.
4901	Spy Game	0	8	Retiring CIA agent Nathan Muir recalls his training of Tom Bishop while working against agency politics to free him from his Chinese captors.
5010	Black Hawk Down	0	6	160 elite U.S. soldiers drop into Somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed Somalis.
5410	Silent Running	0	8	In a future where all flora is extinct on Earth, an astronaut is given orders to destroy the last of Earth's botany, kept in a greenhouse aboard a spacecraft.
5445	Minority Report	0	8	In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.
5628	Wasabi	0	6	A French cop gets 2 months leave for getting results too violently. His Japanese girlfriend, who vanished 19 years ago, has died and he flies Paris to Tokyo for her funeral and will full of surprises. The Yakuza meets his brutal ways.
5796	Casino Royale	0	7	Armed with a license to kill, Secret Agent James Bond sets out on his first mission as 007, and must defeat a private banker to terrorists in a high stakes game of poker at Casino Royale, Montenegro, but things are not what they seem.
5903	Equilibrium	0	6	In an oppressive future where all forms of feeling are illegal, a man in charge of enforcing the law rises to overthrow the system and state.
5989	Catch Me If You Can	0	9	A seasoned FBI agent pursues Frank Abagnale Jr. who, before his 19th birthday, successfully forged millions of dollars' worth of checks while posing as a Pan Am pilot, a doctor, and a legal prosecutor.
6942	Love Actually	0	7	Follows the lives of eight very different couples in dealing with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London, England.
7147	Big Fish	0	7	A frustrated son tries to determine the fact from fiction in his dying father's life.
7163	Paycheck	0	7	What seemed like a breezy idea for an engineer to net him millions of dollars, leaves him on the run for his life and piecing together why he's being chased.
7293	50 First Dates	0	6	Henry Roth is a man afraid of commitment up until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams, until he discovers she has short-term memory loss and forgets him the next day.
7579	Pride and Prejudice	0	7	While the arrival of wealthy gentlemen sends her marriage-minded mother into a frenzy, willful and opinionated Elizabeth Bennet matches wits with haughty Mr. Darcy.
8158	Rush	0	7	The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.
8360	Shrek 2	0	6	Princess Fiona's parents invite her and Shrek to dinner to celebrate her marriage. If only they knew the newlyweds were both ogres.
8784	Garden State	0	7	A quietly troubled young man returns home for his mother's funeral after being estranged from his family for a decade.
8807	Harold and Kumar Go to White Castle	0	6	A Korean-American office worker and his Indian-American stoner friend embark on a quest to satisfy their desire for White Castle burgers.
8907	Shark Tale	0	6	When a son of a gangster shark boss is accidentally killed while on the hunt, his would-be prey and his vegetarian brother decide to use the incident to their own advantage.
8949	Sideways	0	7	Two men reaching middle age with not much to show but disappointment embark on a week-long road trip through California's wine country, just as one is about to take a trip down the aisle.
8958	Ray	0	7	The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.
25825	Fury	0	7	A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.
26764	Captain America	0	7	Steve Rogers, a rejected military soldier transforms into Captain America after taking a dose of a Super-Soldier serum. But being Captain America comes at a price as he attempts to take down a war monger and a terrorist organization.
30707	Million Dollar Baby	0	8	A determined woman works with a hardened boxing trainer to become a professional.
31685	Hitch	0	7	While helping his latest client woo the woman of his dreams, a professional date doctor finds that his game doesn't quite work on the gossip columnist with whom he's smitten.
31696	Constantine	0	6	Supernatural exorcist and demonologist John Constantine helps a policewoman prove her sister's death was not a suicide, but something more.
33162	Kingdom of Heaven	0	7	Balian of Ibelin travels to Jerusalem during the Crusades of the 12th century, and there he finds himself as the defender of the city and its people.
33649	Saving Face	0	7	A Chinese-American lesbian and her traditionalist mother are reluctant to go public with secret loves that clash against cultural expectations.
33794	Batman Begins	0	8	After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.
34048	War of the Worlds	0	6	As Earth is invaded by alien tripod fighting machines, one family fights for survival in this sci-fi action film.
34162	Wedding Crashers	0	6	John Beckwith and Jeremy Grey, a pair of committed womanizers who sneak into weddings to take advantage of the romantic tinge in the air, find themselves at odds with one another when John meets and falls for Claire Cleary.
34405	Serenity	0	7	The crew of the ship Serenity try to evade an assassin sent to recapture one of their members who is telepathic.
36529	Lord of War	0	8	An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.
40278	Jarhead	0	6	A psychological study of operations desert shield and desert storm during the gulf war; through the eyes of a U.S marine sniper who struggles to cope with the possibility his girlfriend may be cheating on him back home.
40851	Zathura	0	7	Two young brothers are drawn into an intergalactic adventure when their house is hurled through the depths of space by the magical board game they are playing.
43928	Ultraviolet	0	5	A beautiful hæmophage infected with a virus that gives her superhuman powers has to protect a boy in a futuristic world, who is thought to be carrying antigens that would destroy all hæmophages.
44191	V for Vendetta	0	7	In a future British tyranny, a shadowy freedom fighter, known only by the alias of V, plots to overthrow it with the help of a young woman.
44199	Inside Man	0	6	A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.
46578	Little Miss Sunshine	0	8	A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.
47997	Idiocracy	0	6	Private Joe Bauers, the definition of average American, is selected by the Pentagon to be the guinea pig for a top-secret hibernation program. Forgotten, he awakes five centuries in the future. He discovers a society so incredibly dumbed down that he's easily the most intelligent person alive.
48774	Children of Men	0	10	In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.
48982	Flushed Away	0	7	The story of an uptown rat that gets flushed down the toilet from his penthouse apartment, ending in the sewers of London, where he has to learn a whole new and different way of life.
51084	Music and Lyrics	0	6	A washed up singer is given a couple days to compose a chart-topping hit for an aspiring teen sensation. Though he's never written a decent lyric in his life, he sparks with an offbeat younger woman with a flair for words.
51255	Hot Fuzz	0	8	A skilled London police officer is transferred to a small town with a dark secret.
51662	300	0	6	King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.
51935	Shooter	0	6	A marksman living in exile is coaxed back into action after learning of a plot to kill the President. Ultimately double-crossed and framed for the attempt, he goes on the run to find the real killer and the reason he was set up.
52245	Blades of Glory	0	6	In 2002, two rival Olympic ice skaters were stripped of their gold medals and permanently banned from men's single competition. Presently, however, they've found a loophole that will allow them to qualify as a pairs team.
53121	Shrek the Third	0	5	When his new father-in-law, King Harold falls ill, Shrek is looked at as the heir to the land of Far, Far Away. Not one to give up his beloved swamp, Shrek recruits his friends Donkey and Puss in Boots to install the rebellious Artie as the new king. Princess Fiona, however, rallies a band of royal girlfriends to fend off a coup d'etat by the jilted Prince Charming.
53123	Once	0	7	A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story.
54259	Stardust	0	7	In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.
54503	Superbad	0	7	Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.
55052	Atonement	0	8	Fledgling writer Briony Tallis, as a thirteen-year-old, irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.
56152	Enchanted	0	7	A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil queen, where she falls in love with a lawyer.
56174	I Am Legend	0	6	Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.
56367	Juno	0	7	Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child.
56788	Charlie Wilson's War	0	7	A drama based on a Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets have some unforeseen and long-reaching effects.
57669	In Bruges	0	7	Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.
58162	Run Fatboy Run	0	6	Five years after jilting his pregnant fianc�e on their wedding day, out-of-shape Dennis decides to run a marathon to win her back.
58490	Miss Pettigrew Lives for a Day	0	7	Guinevere Pettigrew, a middle-aged London governess, finds herself unfairly dismissed from her job. An attempt to gain new employment catapults her into the glamorous world and dizzying social whirl of an American actress and singer, Delysia Lafosse.
58998	Forgetting Sarah Marshall	0	7	Devastated Peter takes a Hawaiian vacation in order to deal with the recent break-up with his TV star girlfriend, Sarah. Little does he know, Sarah's traveling to the same resort as her ex - and she's bringing along her new boyfriend.
59315	Iron Man	0	6	After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.
59369	Taken	0	6	A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.
60072	Wanted	0	6	A frustrated office worker learns that he is the son of a professional assassin and that he shares his father's superhuman killing abilities.
60126	Get Smart	0	7	Maxwell Smart, a highly intellectual but bumbling spy working for the CONTROL agency, is tasked with preventing a terrorist attack from rival spy agency KAOS.
61024	Pineapple Express	0	7	A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.
61132	Tropic Thunder	0	6	Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.
62434	Zack and Miri Make a Porno	0	6	Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.
64614	Gran Torino	0	7	Disgruntled Korean War veteran Walt Kowalski (Clint Eastwood) sets out to reform his neighbor, Thao Lor (Bee Vang), a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.
66665	Away We Go	0	7	A couple who is expecting their first child travel around the U.S. in order to find a perfect place to start their family. Along the way, they have misadventures and find fresh connections with an assortment of relatives and old friends who just might help them discover home on their own terms for the first time.
68237	Moon	0	8	Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.
68358	Star Trek	0	7	The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.
68791	Terminator Salvation	0	6	In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?
69992	Ten Inch Hero	0	7	An artist gets a job at a beachside sandwich shop, where she hangs out with a techie, a flirt, a rocker, a hippie, and a Wiccan.
70286	District 9	0	7	Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.
71057	9	0	8	A rag doll that awakens in a postapocalyptic future holds the key to humanity's salvation.
71535	Zombieland	0	7	A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.
72998	Avatar	0	7	A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.
73023	Crazy Heart	0	7	A faded country music musician is forced to reassess his dysfunctional life during a doomed romance that also inspires him.
75395	Frozen	0	7	When the newly-crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.
76077	Hot Tub Time Machine	0	6	A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born.
76293	Date Night	0	6	In New York City, a case of mistaken identity turns a bored married couple's attempt at a glamorous and romantic evening into something more thrilling and dangerous.
77561	Iron Man 2	0	5	With the world now aware of his identity as Iron Man, Tony Stark must contend with both his declining health and a vengeful mad man with ties to his father's legacy.
78499	Toy Story 3	0	7	The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.
79091	Despicable Me	0	7	When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.
79132	Inception	0	9	A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O.
80549	Easy A	0	6	A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.
81564	Megamind	0	6	The supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.
84944	Rango	0	6	Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.
86190	Hanna	0	6	A sixteen-year-old girl who was raised by her father to be the perfect assassin is dispatched on a mission across Europe, tracked by a ruthless intelligence agent and her operatives.
87306	Super 8	0	7	During the summer of 1979, a group of friends witness a train crash and investigate subsequent unexplained events in their small town.
87869	Horrible Bosses	0	6	Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.
88129	Drive	0	7	A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor in this action drama.
88405	Friends with Benefits	0	6	A young man and woman decide to take their friendship to the next level without becoming a couple, but soon discover that adding sex only leads to complications.
89470	Contagion	0	9	Healthcare professionals, government officials and everyday people find themselves in the midst of a worldwide epidemic as the CDC works to find a cure.
89904	The Artist	0	7	An egomaniacal film star develops a relationship with a young dancer against the backdrop of Hollywood's silent era.
93510	21 Jump Street	0	7	A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.
93740	Salmon Fishing in the Yemen	0	7	A fisheries expert is approached by a consultant to help realize a sheik's vision of bringing the sport of fly-fishing to the desert and embarks on an upstream journey of faith and fish to prove the impossible possible.
95441	Ted	0	6	John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.
96079	Skyfall	0	6	Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.
96417	Premium Rush	0	7	In Manhattan, a bike messenger picks up an envelope that attracts the interest of a dirty cop, who pursues the cyclist throughout the city.
96588	Pitch Perfect	0	7	Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition.
96693	Trouble with the Curve	0	7	A daughter tries to remedy her dysfunctional relationship with her ailing father, a decorated baseball scout by helping him in a recruiting trip which could be his last.
96737	Dredd	0	7	In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO.
97752	Cloud Atlas	0	7	An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution.
97913	Wreck-It Ralph	0	6	A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.
98154	Lincoln	0	9	As the American Civil War continues to rage, America's president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves.
98491	Paperman	0	7	An office worker meets the girl of his dreams and uses a fleet of paper airplanes to get her attention.
98961	Zero Dark Thirty	0	7	A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011.
99007	Warm Bodies	0	7	After a highly unusual zombie saves a still-living girl from an attack, the two form a relationship that sets in motion events that might transform the entire lifeless world.
99112	Jack Reacher	0	7	A homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims.
100714	Before Midnight	0	6	We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.
101362	Olympus Has Fallen	0	6	Disgraced Secret Service agent Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack and works with national security to rescue the President from his kidnappers.
101864	Oblivion	0	6	A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself.
102125	Iron Man 3	0	5	When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.
102445	Star Trek Into Darkness	0	6	After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.
102903	Now You See Me	0	6	An F.B.I. Agent and an Interpol Detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money.
103228	Pacific Rim	0	7	As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.
103253	Elysium	0	7	In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds.
103306	Europa Report	0	7	An international crew of astronauts undertakes a privately funded mission to search for life on Jupiter's fourth largest moon.
103980	Blue Jasmine	0	6	A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks a million, but isn't bringing money, peace, or love...
105954	All Is Lost	0	8	After a collision with a shipping container at sea, a resourceful sailor finds himself, despite all efforts to the contrary, staring his mortality in the face.
106766	Inside Llewyn Davis	0	6	A week in the life of a young singer as he navigates the Greenwich Village folk scene of 1961.
106920	Her	0	6	In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.
107069	Lone Survivor	0	7	Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.
107141	Saving Mr. Banks	0	7	Author P.L. Travers reflects on her childhood after reluctantly meeting with Walt Disney, who seeks to adapt her Mary Poppins books for the big screen.
107406	Snowpiercer	0	7	In a future where a failed climate-change experiment has killed all life except for the lucky few who boarded the Snowpiercer, a train that travels around the globe, a new class system emerges.
109487	Interstellar	0	9	A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.
110730	Transcendence	0	6	A scientist's drive for artificial intelligence, takes on dangerous implications when his consciousness is uploaded into one such program.
111443	Chef	0	8	A head chef quits his restaurant job and buys a food truck in an effort to reclaim his creative promise, while piecing back together his estranged family.
111622	Begin Again	0	8	A chance encounter between a disgraced music-business executive and a young singer-songwriter, new to Manhattan, turns into a promising collaboration between the two talents.
111659	Maleficent	0	7	A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land.
111743	A Million Ways to Die in the West	0	6	As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his newly found courage to the test when her husband, a notorious gun-slinger, announces his arrival.
111759	Edge of Tomorrow	0	7	A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.
112175	How to Train Your Dragon 2	0	5	When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.
112552	Whiplash	0	7	A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.
112623	Dawn of the Planet of the Apes	0	6	A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.
112852	Guardians of the Galaxy	0	6	A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.
115122	What We Do in the Shadows	0	7	Viago, Deacon and Vladislav are vampires who are finding that modern life has them struggling with the mundane - like paying rent, keeping up with the chore wheel, trying to get into nightclubs and overcoming flatmate conflicts.
115713	Ex Machina	0	8	A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.
116797	The Imitation Game	0	7	During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians.
117176	The Theory of Everything	0	8	A look at the relationship between the famous physicist Stephen Hawking and his wife.
117444	Song of the Sea	0	7	Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world.
118702	Unbroken	0	6	After a near-fatal plane crash in WWII, Olympian Louis Zamperini spends a harrowing 47 days in a raft with two fellow crewmen before he's caught by the Japanese navy and sent to a prisoner-of-war camp.
120380	The Fountain	0	9	As a modern-day scientist, Tommy is struggling with mortality, desperately searching for the medical breakthrough that will save the life of his cancer-stricken wife, Izzi.
122470	Inside Out	0	7	After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.
